NFE, HV
21, 0.6478507374761292
22, 0.6478507374761292
23, 0.6478507374761292
24, 0.6478507374761292
25, 0.6478507374761292
26, 0.6478507374761292
27, 0.6478507374761292
28, 0.6478507374761292
29, 0.6478507374761292
30, 0.6478507374761292
31, 0.6481517265404991
32, 0.6481517265404991
33, 0.6481517265404991
34, 0.6481517265404991
35, 0.6481517265404991
36, 0.6481517265404991
37, 0.6481517265404991
38, 0.6481517265404991
39, 0.6482426958037172
40, 0.6482426958037172
41, 0.6485063103570373
42, 0.6494250482150605
43, 0.6497061695827255
44, 0.6497061695827255
45, 0.6497061695827255
46, 0.6513485080602306
47, 0.6513485080602306
48, 0.6615323337312344
49, 0.6615323337312344
50, 0.6620065778825337
51, 0.6620596710716516
52, 0.6620596710716516
53, 0.6620596710716516
54, 0.6620596710716516
55, 0.6620596710716516
56, 0.6620596710716516
57, 0.6620596710716516
58, 0.6620596710716516
59, 0.6620596710716516
60, 0.6620596710716516
61, 0.6620596710716516
62, 0.6620596710716516
63, 0.6620596710716516
64, 0.6620596710716516
65, 0.6620596710716516
66, 0.6620596710716516
67, 0.6620596710716516
68, 0.6620596710716516
69, 0.6630996046674317
70, 0.6630996046674317
71, 0.6630996046674317
72, 0.6630996046674317
73, 0.6630996046674317
74, 0.6630996046674317
75, 0.6630996046674317
76, 0.6630996046674317
77, 0.6630996046674317
78, 0.6630996046674317
79, 0.6630996046674317
80, 0.6630996046674317
81, 0.6630996046674317
82, 0.6630996046674317
83, 0.6630996046674317
84, 0.6630996046674317
85, 0.6630996046674317
86, 0.6633871460975813
87, 0.6633871460975813
88, 0.6633871460975813
89, 0.6633871460975813
90, 0.6640977405170972
91, 0.6640977405170972
92, 0.6640977405170972
93, 0.6640977405170972
94, 0.6713452508500738
95, 0.6713452508500738
96, 0.6713452508500738
97, 0.6713452508500738
98, 0.6713452508500738
99, 0.6713452508500738
100, 0.6713452508500738
101, 0.6713452508500738
102, 0.6713452508500738
103, 0.6713452508500738
104, 0.6713452508500738
105, 0.6713452508500738
106, 0.6713452508500738
107, 0.6713452508500738
108, 0.6713614886686367
109, 0.6713614886686367
110, 0.6713614886686367
111, 0.6713614886686367
112, 0.672078907017232
113, 0.672078907017232
114, 0.672078907017232
115, 0.672078907017232
116, 0.672078907017232
117, 0.672078907017232
118, 0.6780466211982074
119, 0.6780466211982074
120, 0.6780466211982074
121, 0.6780466211982074
122, 0.6780466211982074
123, 0.6780466211982074
124, 0.6780466211982074
125, 0.6780466211982074
126, 0.6780466211982074
127, 0.6780466211982074
128, 0.6780466211982074
129, 0.6780466211982074
130, 0.6780466211982074
131, 0.6780466211982074
132, 0.6780466211982074
133, 0.6780466211982074
134, 0.6780466211982074
135, 0.6780466211982074
136, 0.6780466211982074
137, 0.6780466211982074
138, 0.6780466211982074
139, 0.6780466211982074
140, 0.6780466211982074
141, 0.6780466211982074
142, 0.6780466211982074
143, 0.6780466211982074
144, 0.6780466211982074
145, 0.6780466211982074
146, 0.6780466211982074
147, 0.6780466211982074
148, 0.6780466211982074
149, 0.6780466211982074
150, 0.6780466211982074
151, 0.6780466211982074
152, 0.6780466211982074
153, 0.6780466211982074
154, 0.6780466211982074
155, 0.6780466211982074
156, 0.6780466211982074
157, 0.6780466211982074
158, 0.6780466211982074
159, 0.6780466211982074
160, 0.6780466211982074
161, 0.6780466211982074
162, 0.6780466211982074
163, 0.6780466211982074
164, 0.6780466211982074
165, 0.6780466211982074
166, 0.6780466211982074
167, 0.6780466211982074
168, 0.6780466211982074
169, 0.6780466211982074
170, 0.6780466211982074
171, 0.6780466211982074
172, 0.6780466211982074
173, 0.6780466211982074
174, 0.6780466211982074
175, 0.6780466211982074
176, 0.6780466211982074
177, 0.6780466211982074
178, 0.6780466211982074
179, 0.6780466211982074
180, 0.6780466211982074
181, 0.6780466211982074
182, 0.6780466211982074
183, 0.6780466211982074
184, 0.6780466211982074
185, 0.6780466211982074
186, 0.6780466211982074
187, 0.6780466211982074
188, 0.6780466211982074
189, 0.6780466211982074
190, 0.6780466211982074
191, 0.6780466211982074
192, 0.6780466211982074
193, 0.6780466211982074
194, 0.6780466211982074
195, 0.6780466211982074
196, 0.6780466211982074
197, 0.6780466211982074
198, 0.6780466211982074
199, 0.6780466211982074
200, 0.6801888065130338
201, 0.6801888065130338
202, 0.6801888065130338
203, 0.6801888065130338
204, 0.6801888065130338
205, 0.6801888065130338
206, 0.6802545216611299
207, 0.6802545216611299
208, 0.6802545216611299
209, 0.6802545216611299
210, 0.6802545216611299
211, 0.6802545216611299
212, 0.6802545216611299
213, 0.6802545216611299
214, 0.6802545216611299
215, 0.6802545216611299
216, 0.6802545216611299
217, 0.6802545216611299
218, 0.6802545216611299
219, 0.6802545216611299
220, 0.6802545216611299
221, 0.6802545216611299
222, 0.6802545216611299
223, 0.6802545216611299
224, 0.6802545216611299
225, 0.6805814079668205
226, 0.6805814079668205
227, 0.6805814079668205
228, 0.6805814079668205
229, 0.6805814079668205
230, 0.6805814079668205
231, 0.6805814079668205
232, 0.6805814079668205
233, 0.6805814079668205
234, 0.6805814079668205
235, 0.6805814079668205
236, 0.6805814079668205
237, 0.6805814079668205
238, 0.6805814079668205
239, 0.6805814079668205
240, 0.6805814079668205
241, 0.6805814079668205
242, 0.6805814079668205
243, 0.6805814079668205
244, 0.6805814079668205
245, 0.6805814079668205
246, 0.6805814079668205
247, 0.6805814079668205
248, 0.6805814079668205
249, 0.6805814079668205
250, 0.6805814079668205
251, 0.6805814079668205
252, 0.6815034260155405
253, 0.6815034260155405
254, 0.6815034260155405
255, 0.6815034260155405
256, 0.6815034260155405
257, 0.6815034260155405
258, 0.6815034260155405
259, 0.6815034260155405
260, 0.6815034260155405
261, 0.6815034260155405
262, 0.6815034260155405
263, 0.6815034260155405
264, 0.6815034260155405
265, 0.6815034260155405
266, 0.6815034260155405
267, 0.6815034260155405
268, 0.6815034260155405
269, 0.6815034260155405
270, 0.6815034260155405
271, 0.6815034260155405
272, 0.6815034260155405
273, 0.6815034260155405
274, 0.6815034260155405
275, 0.6815034260155405
276, 0.6815034260155405
277, 0.6815034260155405
278, 0.6815034260155405
279, 0.6815034260155405
280, 0.6815034260155405
281, 0.6815034260155405
282, 0.6815034260155405
283, 0.6815034260155405
284, 0.6815034260155405
285, 0.6815034260155405
286, 0.6815034260155405
287, 0.6818411561739396
288, 0.6818411561739396
289, 0.6818411561739396
290, 0.6818411561739396
291, 0.6818411561739396
292, 0.6818411561739396
293, 0.6818411561739396
294, 0.6818411561739396
295, 0.6818411561739396
296, 0.6818411561739396
297, 0.6818411561739396
298, 0.6818411561739396
299, 0.6818411561739396
300, 0.6819378260440075
301, 0.6819378260440075
302, 0.6819378260440075
303, 0.6819378260440075
304, 0.6819378260440075
305, 0.6819378260440075
306, 0.6819378260440075
307, 0.6819378260440075
308, 0.6819378260440075
309, 0.6819378260440075
310, 0.6819378260440075
311, 0.6819378260440075
312, 0.6819378260440075
313, 0.6819378260440075
314, 0.6819378260440075
315, 0.6819378260440075
316, 0.6819378260440075
317, 0.6819378260440075
318, 0.6819378260440075
319, 0.6819378260440075
320, 0.6819378260440075
321, 0.6819378260440075
322, 0.6819378260440075
323, 0.6819378260440075
324, 0.6842621173931348
325, 0.6842621173931348
326, 0.6842621173931348
327, 0.6842621173931348
328, 0.6842621173931348
329, 0.6842621173931348
330, 0.6842621173931348
331, 0.6842621173931348
332, 0.6842621173931348
333, 0.6842621173931348
334, 0.6842621173931348
335, 0.6842621173931348
336, 0.6842621173931348
337, 0.6842621173931348
338, 0.6842621173931348
339, 0.6842621173931348
340, 0.6842621173931348
341, 0.6842621173931348
342, 0.6842621173931348
343, 0.6842621173931348
344, 0.6842621173931348
345, 0.6842621173931348
346, 0.6842621173931348
347, 0.6842621173931348
348, 0.6842621173931348
349, 0.6842621173931348
350, 0.6842621173931348
351, 0.6842621173931348
352, 0.6842621173931348
353, 0.6842621173931348
354, 0.6842621173931348
355, 0.6842621173931348
356, 0.6842621173931348
357, 0.6842621173931348
358, 0.6842621173931348
359, 0.6842621173931348
360, 0.6842621173931348
361, 0.6842621173931348
362, 0.6842621173931348
363, 0.6842621173931348
364, 0.6842621173931348
365, 0.6842621173931348
366, 0.6842621173931348
367, 0.6842621173931348
368, 0.6842621173931348
369, 0.6842621173931348
370, 0.6842621173931348
371, 0.6842621173931348
372, 0.6842621173931348
373, 0.6842621173931348
374, 0.6845629113700116
375, 0.6845629113700116
376, 0.6845629113700116
377, 0.6845629113700116
378, 0.6845629113700116
379, 0.6845629113700116
380, 0.6845629113700116
381, 0.6845629113700116
382, 0.6845629113700116
383, 0.6845629113700116
384, 0.6845629113700116
385, 0.6845629113700116
386, 0.6845629113700116
387, 0.6845629113700116
388, 0.6845629113700116
389, 0.6845629113700116
390, 0.6845629113700116
391, 0.6845629113700116
392, 0.6845629113700116
393, 0.6845629113700116
394, 0.6845629113700116
395, 0.6845629113700116
396, 0.6845629113700116
397, 0.6845629113700116
398, 0.6845629113700116
399, 0.6845629113700116
400, 0.6845629113700116
401, 0.6845629113700116
402, 0.6845629113700116
403, 0.6845629113700116
404, 0.6845629113700116
405, 0.6845629113700116
406, 0.6845629113700116
407, 0.6845629113700116
408, 0.6845629113700116
409, 0.6845629113700116
410, 0.6845629113700116
411, 0.6845629113700116
412, 0.6845629113700116
413, 0.6845629113700116
414, 0.6845629113700116
415, 0.6845629113700116
416, 0.6845629113700116
417, 0.6845629113700116
418, 0.6845629113700116
419, 0.6845629113700116
420, 0.6845629113700116
421, 0.6845629113700116
422, 0.6845629113700116
423, 0.6845629113700116
424, 0.6845629113700116
425, 0.6845629113700116
426, 0.6845629113700116
427, 0.6845629113700116
428, 0.6845629113700116
429, 0.6845629113700116
430, 0.6845629113700116
431, 0.6845629113700116
432, 0.6845629113700116
433, 0.6845629113700116
434, 0.6845629113700116
435, 0.6845629113700116
436, 0.6845629113700116
437, 0.6845629113700116
438, 0.6845629113700116
439, 0.6845629113700116
440, 0.6845629113700116
441, 0.6845629113700116
442, 0.6845629113700116
443, 0.6845629113700116
444, 0.6845629113700116
445, 0.6845629113700116
446, 0.6858296234008777
447, 0.6858296234008777
448, 0.6858296234008777
449, 0.6858296234008777
450, 0.6858296234008777
451, 0.6858296234008777
452, 0.6858296234008777
453, 0.6858296234008777
454, 0.6858296234008777
455, 0.6858296234008777
456, 0.6858392369553108
457, 0.6858392369553108
458, 0.6858392369553108
459, 0.6858392369553108
460, 0.6858392369553108
461, 0.6858392369553108
462, 0.6858392369553108
463, 0.6858392369553108
464, 0.6858392369553108
465, 0.6858392369553108
466, 0.6858392369553108
467, 0.6858392369553108
468, 0.6858392369553108
469, 0.6858392369553108
470, 0.6858392369553108
471, 0.6858392369553108
472, 0.6858392369553108
473, 0.6858392369553108
474, 0.6858392369553108
475, 0.6858392369553108
476, 0.6858392369553108
477, 0.6858392369553108
478, 0.6858392369553108
479, 0.6858392369553108
480, 0.6858392369553108
481, 0.6858392369553108
482, 0.6858392369553108
483, 0.6858392369553108
484, 0.6858392369553108
485, 0.6858392369553108
486, 0.6858392369553108
487, 0.6858392369553108
488, 0.6858392369553108
489, 0.6862238091115732
490, 0.6862238091115732
491, 0.6862238091115732
492, 0.6862238091115732
493, 0.6862238091115732
494, 0.6862238091115732
495, 0.6862238091115732
496, 0.6862238091115732
497, 0.6862238091115732
498, 0.6862238091115732
499, 0.6862238091115732
500, 0.6862238091115732
501, 0.6862238091115732
502, 0.6862238091115732
503, 0.6862238091115732
504, 0.6862238091115732
505, 0.6862238091115732
506, 0.6862238091115732
507, 0.6862238091115732
508, 0.6862238091115732
509, 0.6862238091115732
510, 0.6862238091115732
511, 0.6862238091115732
512, 0.6862238091115732
513, 0.6862238091115732
514, 0.6862238091115732
515, 0.6872961568445344
516, 0.6872961568445344
517, 0.6872961568445344
518, 0.6872961568445344
519, 0.6872961568445344
520, 0.6872961568445344
521, 0.6872961568445344
522, 0.6872961568445344
523, 0.6872961568445344
524, 0.6872961568445344
525, 0.6872961568445344
526, 0.6872961568445344
527, 0.687573788803886
528, 0.687573788803886
529, 0.687573788803886
530, 0.687573788803886
531, 0.687573788803886
532, 0.687573788803886
533, 0.687573788803886
534, 0.687573788803886
535, 0.687573788803886
536, 0.687573788803886
537, 0.687573788803886
538, 0.687573788803886
539, 0.687573788803886
540, 0.687573788803886
541, 0.687573788803886
542, 0.687573788803886
543, 0.687573788803886
544, 0.687573788803886
545, 0.687573788803886
546, 0.687573788803886
547, 0.687573788803886
548, 0.687573788803886
549, 0.687573788803886
550, 0.687573788803886
551, 0.687573788803886
552, 0.687573788803886
553, 0.687573788803886
554, 0.687582950938998
555, 0.687582950938998
556, 0.687582950938998
557, 0.687582950938998
558, 0.687582950938998
559, 0.687582950938998
560, 0.687582950938998
561, 0.687582950938998
562, 0.687582950938998
563, 0.687582950938998
564, 0.687582950938998
565, 0.687582950938998
566, 0.687582950938998
567, 0.6878410858286255
568, 0.6878410858286255
569, 0.6878410858286255
570, 0.6878410858286255
571, 0.6878410858286255
572, 0.6878410858286255
573, 0.6878410858286255
574, 0.6878410858286255
575, 0.6878410858286255
576, 0.6878410858286255
577, 0.6878410858286255
578, 0.6878410858286255
579, 0.6878410858286255
580, 0.6878410858286255
581, 0.6878410858286255
582, 0.6878410858286255
583, 0.6878410858286255
584, 0.6878410858286255
585, 0.6878410858286255
586, 0.6878410858286255
587, 0.6878410858286255
588, 0.6878410858286255
589, 0.6878410858286255
590, 0.6878410858286255
591, 0.6878410858286255
592, 0.6878410858286255
593, 0.6878410858286255
594, 0.6878410858286255
595, 0.6878410858286255
596, 0.6878410858286255
597, 0.6878410858286255
598, 0.6878410858286255
599, 0.6878410858286255
600, 0.6878410858286255
601, 0.6878410858286255
602, 0.6878410858286255
603, 0.6878410858286255
604, 0.6878410858286255
605, 0.6878410858286255
606, 0.6878410858286255
607, 0.6878410858286255
608, 0.6878410858286255
609, 0.6878410858286255
610, 0.6878410858286255
611, 0.6878410858286255
612, 0.6878410858286255
613, 0.6878410858286255
614, 0.6878410858286255
615, 0.6878410858286255
616, 0.6878410858286255
617, 0.6878410858286255
618, 0.6878410858286255
619, 0.6878410858286255
620, 0.6878410858286255
621, 0.6878410858286255
622, 0.6878410858286255
623, 0.6878410858286255
624, 0.6878410858286255
625, 0.6878410858286255
626, 0.6878410858286255
627, 0.6878410858286255
628, 0.6878410858286255
629, 0.6878410858286255
630, 0.6878410858286255
631, 0.6878410858286255
632, 0.6878410858286255
633, 0.6878410858286255
634, 0.6878410858286255
635, 0.6878410858286255
636, 0.6878410858286255
637, 0.6878410858286255
638, 0.6878410858286255
639, 0.6878410858286255
640, 0.6897109395815817
641, 0.6897109395815817
642, 0.6897109395815817
643, 0.6897109395815817
644, 0.6897109395815817
645, 0.6897109395815817
646, 0.6897109395815817
647, 0.6897109395815817
648, 0.6897109395815817
649, 0.6897109395815817
650, 0.6897109395815817
651, 0.6897109395815817
652, 0.6897109395815817
653, 0.6897109395815817
654, 0.6897109395815817
655, 0.6897109395815817
656, 0.6897109395815817
657, 0.6897109395815817
658, 0.6897109395815817
659, 0.6897109395815817
660, 0.6897109395815817
661, 0.6897109395815817
662, 0.6897109395815817
663, 0.6897109395815817
664, 0.6897109395815817
665, 0.6897109395815817
666, 0.6897109395815817
667, 0.6897109395815817
668, 0.6897109395815817
669, 0.6897109395815817
670, 0.6897109395815817
671, 0.6897109395815817
672, 0.6897109395815817
673, 0.6897109395815817
674, 0.6897109395815817
675, 0.6897109395815817
676, 0.6897109395815817
677, 0.6897109395815817
678, 0.6897109395815817
679, 0.6897109395815817
680, 0.6897109395815817
681, 0.6897109395815817
682, 0.6897109395815817
683, 0.6897109395815817
684, 0.6897109395815817
685, 0.6897109395815817
686, 0.6897109395815817
687, 0.6897109395815817
688, 0.6897109395815817
689, 0.6897109395815817
690, 0.6897109395815817
691, 0.6897109395815817
692, 0.6897109395815817
693, 0.6897109395815817
694, 0.6897109395815817
695, 0.6897109395815817
696, 0.6897109395815817
697, 0.6897109395815817
698, 0.6897109395815817
699, 0.6897109395815817
