NFE, HV
1, 0.5590427771391594
2, 0.5590427771391594
3, 0.5607813538361527
4, 0.5607813538361527
5, 0.5607813538361527
6, 0.6340560086674256
7, 0.6340560086674256
8, 0.6340560086674256
9, 0.6361741984808245
10, 0.6361741984808245
11, 0.6362015774989077
12, 0.6363632530916431
13, 0.6363632530916431
14, 0.6363632530916431
15, 0.6363632530916431
16, 0.6363632530916431
17, 0.6363632530916431
18, 0.6363632530916431
19, 0.6363632530916431
20, 0.6363632530916431
21, 0.6363632530916431
22, 0.6363632530916431
23, 0.6398897374795204
24, 0.6398897374795204
25, 0.6398897374795204
26, 0.6398897374795204
27, 0.6398897374795204
28, 0.6398897374795204
29, 0.6398897374795204
30, 0.6398897374795204
31, 0.6398897374795204
32, 0.6398897374795204
33, 0.6398897374795204
34, 0.6398897374795204
35, 0.6398897374795204
36, 0.6398897374795204
37, 0.6520998959923902
38, 0.6520998959923902
39, 0.6520998959923902
40, 0.6520998959923902
41, 0.6520998959923902
42, 0.6520998959923902
43, 0.6527947907667541
44, 0.6571584356213654
45, 0.6571584356213654
46, 0.6591838046491928
47, 0.6591838046491928
48, 0.6591838046491928
49, 0.6591838046491928
50, 0.6591838046491928
51, 0.6591838046491928
52, 0.6620351636879973
53, 0.6620351636879973
54, 0.6620351636879973
55, 0.6620351636879973
56, 0.6620351636879973
57, 0.6620351636879973
58, 0.6620351636879973
59, 0.6620351636879973
60, 0.662048608599328
61, 0.662048608599328
62, 0.663088542195108
63, 0.663088542195108
64, 0.663088542195108
65, 0.663088542195108
66, 0.663088542195108
67, 0.6676262205893865
68, 0.6676262205893865
69, 0.6676262205893865
70, 0.6676262205893865
71, 0.6676262205893865
72, 0.6676262205893865
73, 0.6676262205893865
74, 0.678665423269724
75, 0.678665423269724
76, 0.678665423269724
77, 0.678665423269724
78, 0.678665423269724
79, 0.678665423269724
80, 0.678665423269724
81, 0.678665423269724
82, 0.678665423269724
83, 0.678665423269724
84, 0.678665423269724
85, 0.678665423269724
86, 0.678665423269724
87, 0.678665423269724
88, 0.678665423269724
89, 0.678665423269724
90, 0.678665423269724
91, 0.678665423269724
92, 0.678665423269724
93, 0.6792347290480844
94, 0.6792347290480844
95, 0.6792347290480844
96, 0.6792347290480844
97, 0.6792347290480844
98, 0.6792347290480844
99, 0.6792347290480844
100, 0.6792347290480844
101, 0.6792347290480844
102, 0.6792347290480844
103, 0.6792347290480844
104, 0.6794040700799837
105, 0.6794040700799837
106, 0.6794040700799837
107, 0.6794040700799837
108, 0.6794040700799837
109, 0.6794040700799837
110, 0.6794040700799837
111, 0.6794040700799837
112, 0.6794040700799837
113, 0.6794040700799837
114, 0.6798231410142215
115, 0.6798231410142215
116, 0.6798231410142215
117, 0.6798231410142215
118, 0.6798231410142215
119, 0.6798231410142215
120, 0.6798231410142215
121, 0.6798231410142215
122, 0.6798231410142215
123, 0.6808481002205821
124, 0.6808481002205821
125, 0.6808481002205821
126, 0.6808481002205821
127, 0.6808481002205821
128, 0.6808481002205821
129, 0.6808481002205821
130, 0.6808481002205821
131, 0.6808481002205821
132, 0.6808481002205821
133, 0.6808481002205821
134, 0.6808481002205821
135, 0.6808481002205821
136, 0.6808481002205821
137, 0.6808481002205821
138, 0.6808481002205821
139, 0.6808481002205821
140, 0.6808481002205821
141, 0.6808481002205821
142, 0.6808481002205821
143, 0.6808481002205821
144, 0.6808481002205821
145, 0.6808481002205821
146, 0.6808481002205821
147, 0.6808481002205821
148, 0.6808481002205821
149, 0.6808481002205821
150, 0.6808481002205821
151, 0.6808481002205821
152, 0.6808481002205821
153, 0.6808481002205821
154, 0.6808481002205821
155, 0.6808481002205821
156, 0.6808481002205821
157, 0.6808481002205821
158, 0.6808481002205821
159, 0.6808481002205821
160, 0.6808481002205821
161, 0.6808481002205821
162, 0.6808481002205821
163, 0.6808481002205821
164, 0.6808481002205821
165, 0.6808481002205821
166, 0.6808481002205821
167, 0.6808481002205821
168, 0.6808481002205821
169, 0.6808481002205821
170, 0.6808481002205821
171, 0.6808481002205821
172, 0.6808481002205821
173, 0.6808481002205821
174, 0.6808481002205821
175, 0.6808481002205821
176, 0.6808481002205821
177, 0.6808481002205821
178, 0.6808481002205821
179, 0.6808481002205821
180, 0.6808481002205821
181, 0.6808481002205821
